run,ts,ppac,ppac_rate,f2pl,f2pl_rate,f3pl,f3pl_rate,hwtriga,hwtriga_rate,hwtrigb,hwtrigb_rate,refp,refp_rate,reft,reft_rate,livetime
640,164.687524,4065726,24687.5167,0,0,1577,9.57571017,1589,9.64857543,1495,9.07779753,1,0.00607211,165,1.00189739,1.062876254
641,524.296199,13447496,25648.662,0,0,5193,9.90470655,5223,9.96192612,4955,9.45076468,1,0.00190732,525,1.00134237,1.054086781
642,845.058705,21486448,25425.9827,0,0,8071,9.55081576,8114,9.6016998,7610,9.00529153,1,0.00118335,845,0.99993053,1.066228647
643,234.906208,6050324,25756.3393,0,0,2438,10.3786103,2442,10.3956384,2324,9.89331025,1,0.00425702,235,1.00039927,1.050774527
644,705.615481,18839478,26699.3547,0,0,7660,10.8557709,7657,10.8515193,7325,10.3810081,1,0.0014172,706,1.00054494,1.045324232
645,509,13597449,26714.0452,0,0,5572,10.9469548,5538,10.8801572,5322,10.4557957,1,0.00196464,509,1,1.040586246
646,446,11923896,26735.1928,0,0,4825,10.8183857,4792,10.7443946,4595,10.3026906,1,0.00224215,446,1,1.042872688
647,733.86242,19760608,26926.8564,0,0,8066,10.991161,8014,10.920303,7689,10.4774407,1,0.00136265,734,1.00018747,1.042268175
648,427.687576,11250021,26304.2969,0,0,4573,10.6923845,4547,10.6315924,4381,10.2434586,1,0.00233816,428,1.0007305,1.037890892
651,141.769119,3499467,24684.2686,0,0,5177,36.5171206,4320,30.4720805,4980,35.1275373,1,0.00705372,142,1.00162857,0.8674698795
652,317.1774,8158146,25721.0822,0,0,11867,37.4143933,9870,31.1182322,11455,36.1154357,1,0.00315281,317,0.99944069,0.8616324749
653,401.642347,10369429,25817.569,0,0,14936,37.1873138,12466,31.0375639,14395,35.8403443,1,0.00248978,402,1.00089048,0.8659951372
655,255.904118,6475177,25303.1372,0,0,9231,36.0721042,7756,30.3082266,8874,34.6770504,1,0.00390771,256,1.00037468,0.8740139734
656,462.831204,11494087,24834.2958,0,0,2742,5.92440609,2988,6.45591735,2603,5.62408061,1,0.00216061,463,1.0003647,1.147906262
657,400.540214,10051891,25095.8347,0,0,2462,6.14669866,2647,6.60857488,2321,5.79467408,1,0.00249663,401,1.00114791,1.1404567
660,553.822253,13029144,23525.8586,0,0,21852,39.4567027,17932,32.3786195,20939,37.8081593,1,0.00180563,554,1.00032095,0.8563923779
661,174.316655,4077875,23393.4904,0,0,6920,39.6978704,5618,32.2287046,6641,38.0973349,1,0.00573669,174,0.99818345,0.8459569342
706,614.285116,12815346,20862.2115,4292857331,6988379.21,4556,7.41675141,3941,6.41558765,4048,6.58977386,1,0.00162791,615,1.00116377,0.9735671937
707,98.1006918,1907352,19442.7987,4277451499,43602663.9,686,6.99281511,592,6.03461595,612,6.23848811,1,0.01019361,98,0.99897359,0.9673202614
708,306.345991,6372594,20801.95,4289113273,14000879.4,2290,7.47520798,1973,6.44043028,2039,6.65587296,1,0.00326428,307,1.00213487,0.9676311918
713,404.886137,8838129,21828.6777,4290331755,10596390.8,3240,8.00224978,2735,6.75498554,2837,7.00690822,1,0.00246983,405,1.00028122,0.964046528
714,247.544007,5326222,21516.2632,4291544979,17336493.1,1945,7.8571888,1616,6.52813219,1688,6.81898956,1,0.00403969,247,0.99780238,0.9573459716
715,162.89443,3503659,21508.771,4287556772,26321076.6,1305,8.01132365,1085,6.66075568,1137,6.97998083,1,0.00613895,163,1.00064809,0.9542656113
716,336.541914,7385354,21944.8267,4293507990,12757721.4,2627,7.80586277,2180,6.47764783,2260,6.71535968,1,0.0029714,337,1.00136116,0.9646017699
717,321.788124,6929666,21534.8718,4292351379,13339060.9,2448,7.6074902,2041,6.3426828,2118,6.58197069,1,0.00310763,322,1.00065843,0.9636449481
718,181.199726,3966677,21891.1866,4285807196,23652393.4,1485,8.19537665,1218,6.72186449,1277,7.04747204,1,0.00551877,181,0.99889776,0.953797964
719,257.297411,5353728,20807.5471,4287477497,16663508.1,1914,7.43886225,1602,6.22625775,1663,6.46333747,1,0.00388655,258,1.00273065,0.9633193025
720,514.289824,11309679,21990.8668,4292170478,8345820.35,4304,8.36882201,3512,6.82883432,3657,7.11077651,1,0.00194443,514,0.99943646,0.9603500137
721,194.143004,4482737,23089.8714,4292230357,22108601.8,1699,8.75128109,1375,7.08240818,1429,7.36055367,1,0.00515084,194,0.99926341,0.9622113366
722,381.492819,8666714,22717.8955,4293832658,11255343.3,3301,8.65284964,2673,7.00668497,2779,7.28454079,1,0.00262128,382,1.00132946,0.961856783
723,50.5959128,1130105,22335.8951,4282650603,84644200.8,443,8.75564795,363,7.17449256,377,7.45119475,1,0.01976444,50,0.98822212,0.9628647215
724,498.037813,11125605,22338.8761,4294164623,8622165.85,4112,8.2564012,3356,6.73844417,3493,7.01352369,1,0.00200788,498,0.99992408,0.9607787003
725,836.280278,18822471,22507.3716,4293881851,5134500.92,6988,8.35605022,5627,6.72860541,5871,7.02037362,1,0.00119577,837,1.00086062,0.9584397888
726,152.44708,3008333,19733.6216,4284982426,28107999.3,1457,9.55741493,1138,7.46488551,1185,7.77318922,1,0.00655965,152,0.99706731,0.9603375527
727,514.637465,9920998,19277.6443,4293771498,8343293.66,4947,9.61259205,3919,7.61506938,4078,7.92402474,1,0.00194312,515,1.00070445,0.9610102992
728,365.340984,7095306,19421.0513,4292192151,11748455.1,3424,9.37206651,2687,7.35477299,2815,7.70513061,1,0.00273717,365,0.99906667,0.9545293073
729,238.497801,4667282,19569.497,4292447215,17997848.2,2253,9.44662797,1757,7.36694423,1837,7.70237709,1,0.00419291,238,0.99791276,0.9564507349
730,267.39461,5189935,19409.2731,4292449264,16052863.9,2518,9.41679417,1967,7.35616923,2055,7.68527086,1,0.00373979,268,1.00226403,0.9571776156
731,650.03318,9022903,13880.6807,4294124057,6606007.49,6565,10.0994845,4889,7.52115454,5084,7.82113922,1,0.00153838,650,0.99994896,0.9616443745
732,499.486272,6911114,13836.4443,4294657250,8598148.72,5069,10.1484271,3743,7.49369945,3905,7.81803269,1,0.00200206,499,0.99902646,0.9585147247
733,1123.16907,15761917,14033.4322,4294588830,3823635.24,11404,10.1534135,8487,7.55629784,8861,7.88928422,1,0.00089034,1123,0.99984947,0.9577925742
734,243.594241,626189,2570.62318,4288940446,17606904.2,1268,5.20537759,903,3.7069842,921,3.78087757,1,0.00410519,244,1.00166572,0.9804560261
735,112.448075,294229,2616.57658,4231651423,37632048.5,618,5.49586997,439,3.90402414,450,4.00184707,1,0.00889299,113,1.00490826,0.9755555556
736,317.840172,837937,2636.34705,4291316758,13501492.7,1817,5.71670972,1306,4.10898343,1332,4.19078555,1,0.00314624,318,1.00050286,0.9804804805
737,775.878889,1982026,2554.55591,4292733870,5532737.05,4270,5.50343625,3039,3.91684842,3101,3.9967578,1,0.00128886,776,1.0001561,0.9800064495
738,435.587073,10150422,23302.8541,4290741584,9850479.63,3147,7.22473232,2751,6.31561443,2859,6.56355567,1,0.00229575,436,1.00094798,0.962224554
739,991.97633,22729556,22913.4056,4294823385,4329562.36,7130,7.1876715,6295,6.34591755,6527,6.5797941,1,0.00100809,992,1.00002386,0.9644553394
740,600.335033,13811026,23005.5307,4290163117,7146281.47,4345,7.23762527,3796,6.32313591,3933,6.55134181,1,0.00166574,600,0.99944192,0.9651665395
746,791.080018,18586280,23494.8167,4292252652,5425813.52,4559,5.7630074,4143,5.23714404,4248,5.36987398,1,0.00126409,791,0.99989885,0.9752824859
748,498.988005,11736029,23519.6615,4291766857,8600941.93,2975,5.96206716,2679,5.36886653,2765,5.54121536,1,0.00200406,499,1.00002404,0.9688969259
750,362.439665,9019069,24884.3321,4294235137,11848137.9,2244,6.19137532,2104,5.80510414,2154,5.94305813,1,0.00275908,363,1.00154601,0.9767873723
751,317.388299,8056525,25383.8123,4287397689,13508367.2,2058,6.48417098,1897,5.97690591,1971,6.2100588,1,0.00315071,318,1.00192729,0.9624556063
752,654.284773,16552237,25298.2152,4292602678,6560755.89,4026,6.15328397,3718,5.68254093,3841,5.87053247,1,0.00152839,655,1.00109314,0.9679770893
754,82.2972286,2035814,24737.3336,4289516680,52122249.5,780,9.47784043,729,8.85813548,766,9.30772534,1,0.01215108,83,1.00853943,0.9516971279
755,697.179747,17063753,24475.3997,4294585690,6159940.4,6222,8.92452775,5785,8.29771666,6072,8.7093752,1,0.00143435,697,0.99974218,0.9527338603
756,273.392666,6356188,23249.2996,4294791611,15709242.2,2366,8.65421899,2201,8.05069146,2318,8.47864734,1,0.00365774,273,0.99856373,0.949525453
757,62.6517435,1451809,23172.6831,4283565620,68371052.1,502,8.01254637,468,7.46986394,488,7.7890889,1,0.01596125,62,0.98959736,0.9590163934
758,165.196008,3855580,23339.4259,4289914418,25968632.4,1348,8.16000346,1269,7.68178367,1321,7.99656125,1,0.00605342,165,0.99881348,0.9606358819
759,154.692581,3762825,24324.5343,4288763137,27724426.7,1363,8.8110237,1279,8.26801123,1327,8.57830407,1,0.00646443,155,1.00198729,0.9638281839
763,253.292348,5908312,23326.058,4292829535,16948121.7,2099,8.28686699,1973,7.78941809,2071,8.17632279,1,0.00394801,253,0.99884581,0.9526798648
764,303.342686,7028655,23170.6757,4290189173,14143044.7,2508,8.26787695,2353,7.7569037,2472,8.14919929,1,0.0032966,304,1.0021669,0.9518608414
765,71.7999148,1746144,24319.5832,4269038745,59457434.7,635,8.84402164,608,8.46797662,632,8.80223886,1,0.01392759,72,1.00278671,0.9620253165
767,121.299045,4355,35.9030032,4290687623,35372806.3,1012,8.34301705,949,7.82363951,990,8.16164711,1,0.00824409,122,1.00577874,0.9585858586
769,355.78883,12255,34.4445889,4291703614,12062502.4,2974,8.35889085,2790,7.84173015,2922,8.21273674,1,0.00281066,356,1.00059352,0.954825462
770,199.648122,27080,135.638641,4294151592,21508600,6394,32.0263468,5354,26.8171819,6334,31.7258181,1,0.00500881,199,0.99675368,0.8452794443
771,1410.05953,195944,138.961508,4294295899,3045471.34,45431,32.219207,38505,27.3073576,45092,31.9787916,1,0.00070919,1411,1.00066697,0.8539208729
773,298.1463,94599,317.290538,4294042673,14402468.4,21334,71.5554745,15582,52.2629326,21256,71.293858,1,0.00335406,298,0.9995093,0.7330636056
774,355.995382,103800,291.576816,4294068171,12062145.7,23764,66.753675,17439,48.9865906,23672,66.4952447,1,0.00280903,356,1.00001297,0.7366931396
775,397.543015,9509586,23920.8982,4294272591,10802032.5,4302,10.8214705,4026,10.127206,4272,10.7460069,1,0.00251545,398,1.00114952,0.9424157303
776,1172.37171,27999746,23882.9936,4293533742,3662263.18,12850,10.9606876,12019,10.251868,12752,10.8770963,1,0.00085297,1172,0.99968294,0.9425188206
777,75.0483974,1734715,23114.6175,4287936751,57135620.5,754,10.0468501,699,9.31398969,747,9.95357697,1,0.01332473,75,0.99935512,0.9357429719
778,148.195796,3440290,23214.4912,4290105932,28948904.5,1566,10.5671014,1474,9.94630106,1557,10.5063709,1,0.00674783,148,0.9986788,0.9466923571
779,832.929578,18809896,22582.8167,4292699166,5153736.02,8114,9.74151983,7675,9.21446447,8033,9.64427271,1,0.00120058,833,1.00008455,0.9554338354
780,700.28194,17952711,25636.4044,4293869701,6131629.93,7500,10.709972,6967,9.94885003,7355,10.5029126,1,0.001428,700,0.99959739,0.9472467709
781,245.791775,6317897,25704.2653,4288190775,17446437.2,2643,10.7530043,2471,10.0532249,2600,10.5780594,1,0.00406848,246,1.00084716,0.9503846154
782,481.337257,11942778,24811.6634,4293019840,8918943.59,3682,7.64952214,3421,7.10728279,3552,7.37944124,1,0.00207755,481,0.99929933,0.9631193694
783,70.2988944,1776070,25264.551,4287547285,60990252,561,7.98021086,534,7.59613654,554,7.88063603,1,0.01422497,71,1.00997321,0.963898917
784,41.445757,945903,22822.674,4282337750,103323912,270,6.51453899,249,6.00785263,260,6.27325977,1,0.02412792,41,0.98924481,0.9576923077
785,667.736549,16463753,24656.0609,4293895414,6430523.27,5108,7.64972354,4729,7.08213442,4932,7.38614654,1,0.0014976,667,0.99889695,0.9588402271
786,445.087517,9861518,22156.3572,4292945668,9645172.04,2126,4.7765887,1936,4.34970636,1985,4.45979706,1,0.00224675,446,1.00205012,0.9753148615
787,274.945174,6259795,22767.43,4276063393,15552422.1,1276,4.64092524,1184,4.30631308,1209,4.3972403,1,0.00363709,275,1.00019941,0.9793217535
788,78.6002695,1885349,23986.5463,4252501341,54102885,449,5.71244861,418,5.31804793,432,5.49616436,1,0.0127226,78,0.99236301,0.9675925926
789,386.287267,9639440,24954.0713,4291619977,11109918.3,2438,6.31136516,2241,5.80138201,2320,6.00589302,1,0.00258875,386,0.99925634,0.9659482759
